carat,c0lor,clarity,prise,cut
0.84,F,SI2,2863,Very Good
0.71,D,SI1,2863,Premium
0.71,D,SI1,2863,Premium
0.71,D,NA,2863,Premium
0.71,D,SI1,2863,Premium
0.71,D,NA,2863,Premium
0.71,D,SI1,2863,Premium
0.91,J,SI1,2863,Very Good
0.9,J,VS2,2863,Very Good
0.71,H,VVS2,2863,Premium
0.71,E,SI1,2863,Premium
0.72,F,VS2,2863,Very Good
0.72,E,SI1,2863,Very Good
0.71,E,VS2,2863,Premium
0.81,E,SI2,2864,Very Good
0.83,I,VS2,2865,Very Good
0.73,D,NA,2865,Very Good
0.56,D,VVS1,2866,Premium
0.56,D,NA,2866,Premium
0.71,E,VS1,2866,Premium
0.7,H,VVS1,2866,Premium
0.96,I,SI1,2866,Good
0.71,H,VVS1,2867,Premium
0.7,D,VS2,2867,Premium
0.71,H,VVS1,2867,Premium
0.8,H,VS2,2867,Very Good
0.95,F,SI2,2867,Good
0.82,F,SI2,2867,Very Good
0.52,F,VVS1,2867,Ideal
0.82,F,SI2,2867,Very Good
0.82,F,SI2,2867,Very Good
0.82,F,SI2,2867,Very Good
0.8,G,SI1,2867,Very Good
0.96,F,SI2,2867,Good
0.72,I,VS1,2868,Very Good
0.62,G,IF,2868,Premium
0.79,E,SI2,2868,Very Good
0.75,E,SI1,2868,Very Good
1.08,D,I1,2869,Good
0.72,E,SI1,2869,Very Good
0.62,G,IF,2869,Premium
0.73,G,VVS2,2869,Very Good
0.72,H,VVS2,2869,Very Good
0.52,F,VVS2,2870,Ideal
0.83,E,SI2,2870,Very Good
0.64,E,VVS2,2870,Premium
0.8,G,SI1,2870,Very Good
0.74,H,NA,2870,Very Good
0.72,F,SI1,2870,Very Good
0.82,H,VS2,2870,Very Good
0.73,E,VS1,2870,Very Good
1.04,I,I1,2870,Good
0.73,E,SI1,2871,Very Good
0.73,E,NA,2871,Very Good
0.9,J,SI1,2871,Very Good
0.75,I,SI1,2871,Very Good
0.79,G,SI1,2871,Very Good
0.7,D,SI1,2872,Premium
0.75,D,SI1,2872,Very Good
1.02,I,I1,2872,Good
0.7,G,SI2,2872,Premium
0.7,D,SI1,2872,Premium
0.7,E,SI1,2872,Premium
0.7,D,SI1,2872,Premium
0.7,D,SI1,2872,Premium
0.7,D,SI1,2872,Premium
0.72,E,VS2,2872,Very Good
0.74,E,SI1,2872,Very Good
0.84,G,SI1,2872,Very Good
0.76,F,VS2,2873,Very Good
0.77,E,SI1,2873,Very Good
0.76,E,SI2,2873,Very Good
1,I,SI2,2873,Good
1,H,SI1,2873,Good
0.9,I,SI1,2873,Very Good
0.9,J,SI1,2873,Very Good
0.9,J,NA,2873,Very Good
0.9,I,SI1,2873,Very Good
0.9,I,SI1,2873,Very Good
0.9,J,SI1,2873,Very Good
0.78,F,NA,2874,Very Good
0.71,D,VS2,2874,Premium
0.7,F,VS1,2874,Premium
0.7,F,VS1,2874,Premium
0.7,G,VVS2,2874,Premium
0.7,F,VS1,2874,Premium
0.7,F,VS1,2874,Premium
0.7,F,NA,2874,Premium
0.7,G,VVS2,2874,Premium
1,H,SI2,2875,Good
0.77,H,SI1,2875,Very Good
1,J,VS1,2875,Good
1,I,SI1,2875,Good
1,H,SI2,2875,Good
0.73,E,VS1,2876,Very Good
0.79,E,VS2,2876,Very Good
0.72,H,VS1,2877,Very Good
0.71,E,VS1,2877,Premium
0.74,G,NA,2877,Very Good
0.7,H,VVS1,2877,Premium
0.7,F,NA,2877,Premium
0.79,F,SI1,2878,Very Good
0.79,F,SI1,2878,Very Good
0.79,D,NA,2878,Very Good
0.71,I,VS2,2878,Premium
0.79,F,SI1,2878,Very Good
0.73,F,SI1,2879,Very Good
0.63,E,NA,2879,Premium
0.7,F,VS1,2879,Premium
0.71,F,VS1,2879,Premium
0.84,G,SI2,2879,Very Good
0.84,G,SI2,2879,Very Good
1.02,J,SI2,2879,Good
0.72,F,VS1,2879,Very Good
0.72,F,VS1,2879,Very Good
0.92,J,SI2,2880,Very Good
0.74,D,NA,2880,Very Good
0.7,H,VVS1,2881,Premium
0.71,E,VS2,2881,Premium
1.05,H,I1,2881,Good
0.7,H,IF,2882,Premium
0.54,F,VVS1,2882,Premium
0.73,F,VS2,2882,Very Good
0.88,F,SI1,2882,Very Good
0.73,F,VS2,2882,Very Good
0.72,D,NA,2883,Very Good
0.9,H,NA,2883,Very Good
0.9,H,SI2,2883,Very Good
1.03,I,SI2,2884,Good
0.84,F,SI1,2885,Very Good
1.01,I,SI1,2885,Good
0.77,D,SI2,2885,Very Good
0.8,E,SI1,2885,Very Good
0.9,D,SI2,2885,Very Good
0.73,E,SI1,2886,Very Good
0.72,E,SI1,2886,Very Good
0.71,D,SI1,2887,Premium
0.7,E,VS1,2887,Premium
0.79,I,VS1,2888,Very Good
0.72,G,VVS2,2889,Very Good
0.7,E,NA,2889,Premium
0.7,F,NA,2889,Premium
0.9,H,SI2,2889,Very Good
0.71,F,VS1,2889,Premium
0.5,E,VVS2,2889,Ideal
0.5,E,VVS2,2889,Ideal
0.74,F,SI1,2889,Very Good
0.77,F,VS2,2889,Very Good
0.77,E,SI1,2889,Very Good
0.8,F,SI1,2890,Very Good
0.8,F,SI1,2890,Very Good
0.8,F,SI1,2890,Very Good
0.8,F,SI1,2890,Very Good
0.66,G,VVS1,2890,Premium
0.71,E,VS2,2891,Premium
0.71,F,VS2,2891,Premium
0.71,E,VS2,2891,Premium
0.71,E,NA,2891,Premium
0.72,D,SI1,2891,Very Good
0.71,D,VS2,2891,Premium
0.86,H,SI2,2892,Very Good
1.19,H,I1,2892,Good
0.71,F,VS1,2893,Premium
0.82,G,NA,2893,Very Good
0.71,G,VVS2,2893,Premium
0.75,F,VS2,2893,Very Good
0.7,H,VVS1,2893,Premium
0.8,G,SI2,2893,Very Good
0.82,G,SI2,2893,Very Good
0.82,G,SI1,2893,Very Good
0.82,G,SI1,2893,Very Good
0.81,E,SI2,2894,Very Good
0.81,G,SI2,2894,Very Good
0.76,F,SI1,2894,Very Good
0.71,G,VS2,2895,Premium
0.7,F,VS1,2895,Premium
0.7,G,VVS2,2895,Premium
0.74,G,VS1,2896,Very Good
0.77,G,VS2,2896,Very Good
0.77,G,VS2,2896,Very Good
0.53,F,VVS1,2896,Ideal
0.79,D,SI1,2896,Very Good
0.73,E,SI2,2896,Very Good
0.77,D,SI2,2896,Very Good
0.77,E,SI1,2896,Very Good
1.01,I,I1,2896,Good
1.01,I,I1,2896,Good
0.6,D,VVS2,2897,Premium
0.76,E,NA,2897,Very Good
0.54,D,VVS2,2897,Premium
0.72,E,SI1,2897,Very Good
0.72,F,VS1,2897,Very Good
0.74,D,VS2,2897,Very Good
1.12,J,SI2,2898,Good
0.75,D,SI1,2898,Very Good
0.77,D,SI1,2898,Very Good
0.98,H,NA,2898,Good
0.79,G,NA,2898,Very Good
0.79,G,SI1,2898,Very Good
0.79,G,SI1,2898,Very Good
0.79,G,SI1,2898,Very Good
0.79,G,SI1,2898,Very Good
0.79,G,SI1,2898,Very Good
0.7,G,VVS1,2899,Premium
0.7,F,SI1,2900,Premium
0.72,D,VS1,2900,Very Good
0.8,F,SI1,2901,Very Good
0.81,E,NA,2901,Very Good
0.81,E,SI2,2901,Very Good
0.74,E,VS2,2901,Very Good
0.73,E,VS2,2902,Very Good
0.73,E,VS2,2902,Very Good
0.75,G,SI1,2902,Very Good
0.71,E,VS2,2902,Premium
0.71,E,VS2,2902,Premium
0.75,D,SI1,2903,Very Good
0.75,D,SI1,2903,Very Good
0.72,D,SI1,2903,Premium
0.72,D,SI1,2903,Premium
0.72,E,VS2,2903,Premium
0.79,F,SI1,2904,Very Good
0.79,D,SI2,2904,Very Good
0.7,E,VS1,2904,Premium
0.62,E,VVS2,2904,Premium
0.7,G,VVS2,2905,Premium
0.7,G,VVS2,2905,Premium
0.7,G,VVS2,2905,Premium
0.71,G,VS2,2905,Premium
0.86,I,VS1,2905,Very Good
0.53,D,VVS1,2905,Ideal
0.91,J,SI1,2905,Very Good
0.95,I,SI2,2905,Good
0.91,J,SI1,2905,Very Good
0.74,D,VS2,2906,Very Good
0.8,I,VS1,2906,Very Good
0.74,E,NA,2906,Very Good
0.61,E,VVS2,2907,Premium
0.61,E,VVS2,2907,Premium
0.61,E,VVS2,2907,Premium
0.72,H,VVS1,2907,Premium
0.7,F,VS2,2907,Premium
0.71,F,VS1,2907,Premium
0.79,G,SI1,2907,Very Good
0.72,E,SI1,2907,Premium
0.33,G,SI2,557,Fair
0.39,H,SI2,558,Fair
0.32,D,SI1,558,Fair
0.25,F,VS1,558,Fair
0.25,F,NA,558,Fair
0.25,E,VS1,558,Fair
0.25,E,VS1,558,Fair
0.31,I,VS2,558,Fair
0.31,I,VS2,558,Fair
0.31,I,NA,558,Fair
0.31,I,VS2,558,Fair
0.31,H,SI1,558,Fair
0.31,H,SI1,558,Fair
0.31,E,SI2,558,Fair
0.31,E,SI2,558,Fair
0.31,E,SI2,558,Fair
0.31,I,VS2,558,Fair
0.31,I,VS2,558,Fair
0.31,I,VS2,558,Fair
0.31,I,VS2,558,Fair
0.31,I,VS2,558,Fair
0.31,I,VS2,558,Fair
0.31,I,VS2,558,Fair
0.31,H,SI1,558,Fair
0.31,H,SI1,558,Fair
0.31,H,SI1,558,Fair
0.31,H,SI1,558,Fair
0.31,H,SI1,558,Fair
0.31,H,SI1,558,Fair
0.31,E,SI2,558,Fair
0.82,H,SI1,2908,Very Good
0.73,I,VS1,2908,Very Good
0.7,D,VS2,2909,Premium
0.7,D,VS2,2909,Premium
0.71,H,VS1,2909,Premium
0.71,H,VS1,2909,Premium
0.9,I,SI2,2909,Very Good
0.71,D,VS1,2910,Premium
1.05,I,SI2,2911,Good
0.59,E,VVS2,2911,Premium
0.71,G,VS2,2911,Premium
0.77,F,VS2,2911,Very Good
0.73,E,VS2,2912,Very Good
0.7,E,VS2,2912,Premium
0.73,E,VS2,2912,Very Good
0.8,E,SI1,2912,Very Good
1,H,SI2,2912,Good
1,I,NA,2912,Good
1,H,NA,2912,Good
0.7,D,VS2,2913,Premium
0.71,D,SI1,2913,Premium
0.71,G,SI2,2913,Premium
0.71,D,SI1,2913,Premium
0.71,D,SI1,2913,Premium
0.71,D,SI1,2913,Premium
0.71,D,SI1,2913,Premium
0.91,I,NA,2913,Very Good
0.83,E,NA,2913,Very Good
0.85,G,SI2,2913,Very Good
0.8,F,SI1,2914,Very Good
0.73,E,SI1,2914,Very Good
0.83,I,VS2,2915,Very Good
0.77,G,SI1,2915,Very Good
0.8,G,SI2,2915,Very Good
0.71,F,VS2,2915,Premium
0.73,H,VS1,2916,Very Good
0.93,I,SI1,2917,Very Good
0.74,F,VS1,2917,Very Good
0.7,E,VS2,2917,Premium
0.71,F,VS2,2917,Premium
0.71,F,VS2,2918,Premium
0.8,H,VS2,2918,Very Good
0.71,H,VVS1,2918,Premium
0.72,I,VS2,2918,Premium
0.83,D,SI2,2918,Very Good
0.72,G,VS1,2919,Premium
0.8,H,SI1,2919,Very Good
0.73,G,VVS2,2919,Very Good
0.7,F,VS1,2919,Premium
0.73,H,VS1,2919,Very Good
0.73,G,NA,2919,Very Good
0.71,E,VS1,2920,Premium
0.72,F,SI1,2920,Premium
0.71,F,VS1,2920,Premium
0.71,F,VS1,2920,Premium
0.74,H,VVS2,2921,Very Good
0.71,E,VS2,2921,Premium
0.71,E,VS2,2921,Premium
0.71,D,SI1,2921,Premium
0.65,F,VVS2,2921,Premium
0.9,I,VS2,2921,Very Good
0.71,E,VS2,2922,Premium
0.71,E,VS2,2922,Premium
0.68,F,VS1,2922,Premium
0.53,F,VVS1,2922,Ideal
0.77,D,SI2,2922,Very Good
0.72,E,VS2,2923,Premium
0.72,E,VS2,2923,Premium
0.7,E,SI1,2923,Premium
0.75,E,SI1,2923,Very Good
0.75,E,NA,2923,Very Good
0.87,H,NA,2923,Very Good
0.71,E,VS1,2923,Premium
0.77,D,SI2,2923,Very Good
0.78,F,SI1,2923,Very Good
0.75,E,SI1,2923,Very Good
0.9,I,VS2,2923,Very Good
0.7,I,NA,2924,Premium
0.8,D,SI1,2925,Very Good
0.7,F,VS1,2925,Premium
0.51,E,IF,2925,Ideal
0.71,I,IF,2925,Premium
1.02,I,I1,2925,Good
1.2,I,I1,2925,Good
0.81,D,NA,2926,Very Good
0.81,F,SI1,2926,Very Good
0.81,F,SI1,2926,Very Good
0.77,H,VS1,2927,Very Good
0.8,I,NA,2927,Very Good
0.9,H,SI2,2927,Very Good
0.7,F,VS2,2928,Premium
0.7,D,VS2,2928,Premium
0.74,E,SI1,2929,Very Good
0.8,G,VS2,2929,Very Good
0.7,G,VS2,2929,Premium
0.7,E,SI1,2929,Premium
0.71,E,VS2,2930,Premium
0.7,E,VS1,2930,Premium
0.7,E,VS1,2930,Premium
0.71,F,VS2,2930,Premium
0.71,G,VS1,2930,Premium
0.71,G,VS1,2930,Premium
0.9,E,SI2,2930,Very Good
0.9,E,SI2,2930,Very Good
0.71,G,VVS1,2930,Premium
0.7,G,VVS2,2931,Premium
0.72,F,VS2,2931,Premium
0.72,F,VS2,2931,Premium
0.7,G,VVS1,2932,Premium
0.7,F,VVS2,2932,Premium
0.7,F,NA,2932,Premium
0.72,G,VVS2,2933,Premium
0.59,D,NA,2933,Premium
0.73,F,VS2,2933,Very Good
0.75,F,VS2,2933,Very Good
0.75,D,SI2,2933,Very Good
0.9,H,SI2,2934,Very Good
0.71,D,SI2,2934,Premium
0.91,H,SI1,2935,Very Good
1.17,I,I1,2935,Good
0.8,H,NA,2935,Very Good
0.7,G,NA,2936,Premium
0.81,H,SI1,2936,Very Good
0.74,F,NA,2936,Very Good
0.7,D,SI2,2936,Premium
0.82,E,SI2,2937,Very Good
0.76,E,SI1,2937,Very Good
0.76,G,VS1,2937,Very Good
0.95,G,SI2,2937,Very Good
0.71,H,VVS1,2938,Premium
0.71,H,VVS1,2938,Premium
0.81,E,SI2,2938,Very Good
0.73,F,VS2,2939,Very Good
0.73,G,VS1,2939,Very Good
0.83,F,SI2,2939,Very Good
0.77,D,NA,2939,Very Good
0.8,E,SI2,2939,Very Good
0.73,F,VS2,2939,Very Good
0.72,E,SI2,2939,Premium
0.75,G,VS2,2939,Very Good
0.8,E,SI2,2939,Very Good
0.81,I,VS2,2939,Very Good
0.82,H,NA,2939,Very Good
0.7,F,VVS2,2940,Premium
1.24,J,I1,2940,Good
0.7,F,VVS2,2940,Premium
0.7,F,VS1,2940,Premium
0.75,E,VS2,2940,Very Good
1,H,I1,2940,Good
0.75,E,NA,2940,Very Good
0.7,E,VS2,2940,Premium
0.79,E,SI2,2941,Very Good
0.8,F,SI1,2941,Very Good
0.81,F,SI2,2942,Very Good
0.71,F,VS1,2942,Premium
1.03,G,SI2,2942,Good
0.7,F,VS2,2942,Premium
0.76,D,SI1,2942,Very Good
1.01,G,SI2,2942,Good
0.73,D,SI1,2943,Very Good
0.72,F,VS2,2943,Premium
0.74,H,VVS2,2944,Very Good
0.79,G,SI1,2944,Very Good
0.57,D,VVS1,2945,Premium
0.79,H,NA,2945,Very Good
0.78,D,SI1,2945,Very Good
0.85,G,SI1,2945,Very Good
0.71,E,VS1,2946,Premium
0.71,E,VS1,2946,Premium
0.72,H,VVS1,2946,Premium
0.72,H,VVS1,2946,Premium
0.77,I,SI1,2946,Very Good
0.79,E,SI1,2946,Very Good
0.78,H,VS1,2947,Very Good
0.76,E,VS1,2947,Very Good
0.92,H,SI2,2947,Very Good
0.73,D,VS2,2947,Premium
0.7,H,VVS1,2947,Premium
0.7,H,VVS1,2947,Premium
0.74,I,VS1,2947,Very Good
0.74,I,VS1,2947,Very Good
0.73,D,SI1,2947,Premium
0.82,H,VS2,2947,Very Good
0.9,I,SI1,2947,Very Good
0.73,G,VS1,2948,Premium
0.7,E,SI1,2948,Premium
0.9,I,SI2,2948,Very Good
0.9,I,SI2,2948,Very Good
0.9,I,SI2,2948,Very Good
0.9,I,SI2,2948,Very Good
1,E,SI2,2948,Good
0.72,E,NA,2949,Premium
0.76,E,SI1,2949,Very Good
0.77,D,NA,2949,Very Good
0.72,H,NA,2949,Premium
0.99,J,SI1,2949,Good
0.81,I,VS1,2950,Very Good
0.71,G,NA,2950,Premium
0.71,D,VS2,2950,Premium
0.54,F,VVS1,2951,Ideal
0.72,D,VS1,2951,Premium
0.81,H,SI1,2951,Very Good
0.73,F,SI1,2951,Premium
0.72,E,SI1,2951,Premium
0.7,E,VS2,2952,Premium
0.7,E,VS2,2952,Premium
0.7,E,VS2,2952,Premium
0.7,E,VS1,2952,Premium
0.72,G,VS2,2952,Premium
0.72,G,VS2,2952,Premium
0.7,E,VS2,2952,Premium
0.7,E,VS2,2952,Premium
0.7,E,VS2,2952,Premium
0.74,I,IF,2952,Very Good
0.7,E,VS1,2952,Premium
0.8,H,VS2,2953,Very Good
0.79,F,VS2,2953,Very Good
0.75,F,VS1,2953,Very Good
0.71,E,VS2,2954,Premium
0.72,D,SI1,2954,Premium
0.72,E,VS2,2954,Premium
0.72,D,SI1,2954,Premium
0.75,D,SI1,2954,Very Good
0.82,D,SI1,2954,Very Good
0.76,G,VS2,2954,Very Good
0.89,I,VS1,2955,Very Good
0.7,F,VS2,2956,Premium
0.74,H,NA,2956,Very Good
0.74,H,VS1,2956,Very Good
0.95,I,SI2,2956,Very Good
0.91,J,SI1,2956,Very Good
0.7,F,VS2,2956,Premium
0.71,F,VVS2,2956,Premium
0.7,D,VS1,2956,Premium
0.72,F,VS2,2956,Premium
0.72,F,VS2,2956,Premium
0.72,H,VVS1,2958,Premium
0.79,I,NA,2958,Very Good
0.72,G,VS1,2958,Premium
0.98,F,SI2,2958,Good
0.56,D,VVS1,2959,Premium
0.7,F,VS1,2959,Premium
0.79,G,VS2,2959,Very Good
0.82,I,SI1,2959,Very Good
0.74,G,VVS2,2959,Very Good
0.71,H,VVS2,2960,Premium
0.7,D,VS2,2960,Premium
0.7,D,VS2,2960,Premium
0.7,D,VS2,2960,Premium
0.76,F,VS2,2960,Very Good
0.72,G,VS2,2960,Premium
0.64,G,IF,2960,Premium
0.71,F,NA,2960,Premium
0.74,G,NA,2960,Very Good
0.77,H,VS1,2961,Very Good
0.74,H,VVS2,2961,Very Good
0.72,E,VS1,2961,Premium
0.73,F,VS1,2961,Premium
0.73,F,VS1,2961,Premium
0.63,F,VVS2,2961,Premium
0.72,H,VS1,2961,Premium
0.76,E,SI1,2961,Very Good
0.71,F,VS1,2961,Premium
0.75,H,VS1,2961,Very Good
0.96,E,SI2,2961,Very Good
0.63,D,VVS2,2962,Premium
0.72,E,VS2,2962,Premium
0.71,G,VS1,2962,Premium
0.82,F,SI1,2962,Very Good
0.71,E,VS1,2963,Premium
0.91,E,SI2,2963,Very Good
0.71,E,VS2,2964,Premium
0.71,E,SI1,2964,Premium
0.71,D,SI1,2964,Premium
0.7,E,VS1,2964,Premium
0.7,E,VS1,2964,Premium
0.75,E,SI1,2964,Very Good
0.9,F,SI2,2964,Very Good
0.9,F,SI2,2964,Very Good
0.9,J,VS1,2964,Very Good
0.9,J,VS1,2964,Very Good
1,G,SI1,2964,Good
1.5,H,I1,2964,Fair
1.05,E,I1,2964,Good
0.9,J,VS1,2964,Very Good
0.71,I,VS1,2965,Premium
0.71,I,VS1,2965,Premium
0.71,I,VS1,2965,Premium
0.71,I,VS1,2965,Premium
0.7,G,SI1,2965,Premium
0.7,G,SI1,2965,Premium
0.73,G,VS2,2966,Premium
0.85,E,SI2,2966,Very Good
0.7,I,VVS1,2966,Premium
0.75,F,SI1,2966,Very Good
0.82,F,SI2,2966,Very Good
0.7,E,VS1,2967,Premium
0.7,E,VS1,2967,Premium
0.86,G,SI2,2967,Very Good
0.79,H,VS2,2967,Very Good
0.31,E,SI2,558,Fair
0.31,E,SI2,558,Fair
0.31,G,SI2,558,Fair
0.3,H,VVS2,559,Fair
0.31,G,VS2,559,Fair
0.31,G,VS2,559,Fair
0.31,G,VS2,559,Fair
0.24,G,VVS1,559,Good
0.24,G,VVS1,559,Good
0.24,G,VVS1,559,Good
0.24,G,VVS1,559,Good
0.24,G,VVS1,559,Good
0.32,E,SI1,559,Fair
0.32,E,SI1,559,Fair
0.24,G,IF,559,Good
0.24,G,IF,559,Good
0.24,G,IF,559,Good
0.24,G,IF,559,Good
0.24,G,IF,559,Good
0.32,G,VS1,559,Fair
0.32,G,VS1,559,Fair
0.25,E,VVS2,560,Fair
0.25,E,VVS1,560,Fair
0.25,F,IF,560,Fair
0.27,F,IF,560,Fair
0.32,G,VS2,560,Fair
0.36,F,SI1,560,Fair
0.41,I,SI1,561,Fair
0.32,H,VS1,561,Fair
0.32,H,VS1,561,Fair
0.75,E,SI1,2968,Very Good
0.92,H,SI1,2968,Very Good
1.13,H,I1,2968,Good
0.71,D,VS2,2968,Premium
1.06,I,SI2,2968,Good
0.9,G,SI2,2968,Very Good
0.8,G,VS2,2969,Very Good
0.52,E,VVS2,2970,Ideal
0.72,G,VS1,2970,Premium
0.7,F,VS1,2970,Premium
0.78,E,VS2,2970,Very Good
0.78,H,VS2,2970,Very Good
1.04,I,SI2,2970,Good
0.91,F,SI1,2971,Very Good
0.81,E,SI1,2972,Very Good
0.76,G,VS1,2972,Very Good
0.7,G,NA,2972,Premium
0.9,H,SI2,2972,Very Good
0.81,H,VS1,2972,Very Good
0.9,J,SI2,2973,Very Good
0.75,G,VS1,2973,Very Good
0.77,D,SI2,2973,Very Good
0.7,E,VS1,2973,Premium
0.81,E,NA,2973,Very Good
0.7,E,VS1,2973,Premium
0.82,F,SI1,2974,Very Good
0.57,F,IF,2974,Premium
0.9,H,SI1,2974,Very Good
1,D,SI2,2974,Good
0.71,G,VS2,2974,Premium
0.7,F,VS1,2975,Premium
0.7,F,VVS2,2975,Premium
0.82,E,SI2,2975,Very Good
0.8,F,SI1,2975,Very Good
0.83,G,SI1,2975,Very Good
0.83,H,VS2,2975,Very Good
0.77,E,SI1,2975,Very Good
0.79,F,NA,2976,Very Good
0.72,E,SI1,2976,Premium
0.91,I,SI2,2976,Very Good
0.71,G,VVS2,2977,Premium
0.81,F,NA,2977,Very Good
0.76,D,VS2,2977,Very Good
0.54,F,VVS1,2977,Ideal
0.71,G,VVS2,2978,Premium
0.7,E,VS1,2978,Premium
0.8,E,SI2,2978,Very Good
0.76,E,SI2,2978,Very Good
0.72,H,VVS1,2979,Premium
0.7,E,VS2,2979,Premium
0.86,F,SI2,2980,Very Good
0.7,E,VS2,2980,Premium
0.7,D,SI1,2980,Premium
0.64,F,IF,2980,Premium
0.7,E,VS2,2981,Premium
0.91,I,NA,2981,Very Good
0.91,I,SI2,2981,Very Good
0.9,E,SI2,2982,Very Good
0.71,G,VVS1,2982,Premium
0.9,E,SI2,2982,Very Good
0.71,E,VS2,2982,Premium
0.71,G,VS1,2982,Premium
0.71,E,VS2,2982,Premium
0.74,E,VS2,2984,Premium
0.9,J,VS2,2984,Very Good
1,G,I1,2984,Good
0.7,D,VS2,2985,Premium
0.75,E,SI1,2985,Very Good
0.82,H,VS1,2985,Very Good
0.77,G,VS1,2986,Very Good
0.8,I,VS1,2986,Very Good
0.82,I,VS1,2986,Very Good
0.84,G,SI2,2986,Very Good
0.7,G,VS1,2987,Premium
0.74,D,SI1,2987,Premium
0.77,E,SI1,2988,Very Good
0.6,F,IF,2988,Premium
1.03,G,I1,2988,Good
0.76,I,NA,2988,Very Good
0.72,F,VS2,2989,Premium
0.83,D,SI1,2990,Very Good
0.76,G,VS2,2990,Very Good
0.72,E,VS2,2990,Premium
0.57,E,VVS1,2990,Premium
0.75,G,VS2,2991,Very Good
0.7,D,VS2,2991,Premium
0.7,E,VS2,2992,Premium
0.75,H,NA,2992,Very Good
1.06,J,SI2,2992,Good
0.69,F,VVS2,2993,Premium
0.87,H,SI2,2993,Very Good
0.75,E,SI1,2993,Very Good
0.7,G,VVS2,2993,Premium
0.7,F,VS1,2993,Premium
0.75,E,SI1,2993,Very Good
0.72,D,SI1,2993,Premium
1.01,G,SI1,2993,Good
0.71,F,VS2,2994,Premium
0.71,G,VS1,2994,Premium
0.81,G,VS2,2994,Very Good
1.24,J,I1,2994,Good
0.81,G,VS2,2994,Very Good
0.81,D,SI2,2994,Very Good
0.73,D,SI1,2995,Premium
0.7,G,VS1,2995,Premium
0.91,F,SI2,2996,Very Good
0.88,I,VS1,2996,Very Good
0.77,D,SI1,2996,Very Good
0.74,I,NA,2997,Premium
0.72,H,SI1,2997,Premium
0.7,D,VS2,2998,Premium
0.72,H,VS1,2998,Premium
0.7,F,VS1,2998,Premium
1.01,J,VVS2,2998,Good
0.85,G,VS1,2998,Very Good
0.7,D,VS2,2999,Premium
0.73,G,VS1,2999,Premium
1.02,H,I1,2999,Good
0.87,F,SI2,2999,Very Good
0.71,F,SI1,2999,Premium
0.7,G,VVS2,2999,Premium
0.74,E,NA,2999,Premium
0.74,E,VS1,2999,Premium
0.7,G,VVS2,2999,Premium
0.77,E,SI1,3000,Very Good
0.93,J,VS2,3000,Very Good
0.9,I,SI2,3001,Very Good
0.9,I,SI2,3001,Very Good
0.9,I,SI2,3001,Very Good
0.72,D,SI1,3001,Premium
0.7,D,VS1,3001,Premium
0.7,D,VS1,3001,Premium
0.7,D,VS1,3001,Premium
0.6,G,VVS1,3001,Premium
0.75,H,VVS2,3002,Very Good
0.83,E,SI1,3002,Very Good
0.77,E,SI2,3002,Very Good
0.71,D,NA,3002,Premium
0.89,H,SI2,3002,Very Good
0.72,F,VS1,3002,Premium
0.72,G,VVS2,3002,Premium
0.8,G,VS2,3002,Very Good
0.73,F,NA,3002,Premium
0.76,E,SI1,3003,Very Good
1.01,D,SI2,3003,Good
0.65,D,VVS2,3003,Premium
0.81,F,SI1,3004,Very Good
0.81,F,SI1,3004,Very Good
0.7,H,VS1,3004,Premium
0.61,E,VS1,3004,Premium
0.78,G,SI1,3004,Very Good
0.72,F,SI1,3004,Premium
0.92,D,SI2,3004,Very Good
0.75,E,SI1,3005,Very Good
0.55,F,NA,3005,Ideal
0.8,H,SI1,3005,Very Good
0.72,I,VS1,3005,Premium
0.73,H,VVS1,3005,Premium
0.91,I,SI2,3006,Very Good
0.91,G,SI2,3006,Very Good
0.71,E,NA,3006,Premium
0.71,E,VS1,3006,Premium
0.55,D,NA,3006,Ideal
0.71,I,VVS2,3007,Premium
0.71,I,VVS2,3007,Premium
0.7,E,VVS2,3007,Premium
0.71,G,SI1,3007,Premium
0.71,G,SI1,3007,Premium
0.71,G,SI1,3007,Premium
0.71,G,SI1,3007,Premium
0.71,G,SI1,3007,Premium
0.76,D,SI1,3007,Very Good
0.91,F,SI1,3007,Very Good
0.7,D,VS1,3008,Premium
0.61,G,VVS1,3008,Premium
0.7,F,VS2,3008,Premium
0.82,H,VS1,3008,Very Good
0.71,E,VS1,3009,Premium
0.71,E,VS1,3009,Premium
0.71,E,VS1,3009,Premium
0.74,E,SI1,3009,Premium
0.83,F,SI1,3010,Very Good
0.83,F,NA,3010,Very Good
0.8,I,VS1,3010,Very Good
0.8,D,SI1,3011,Very Good
0.73,G,VS1,3011,Premium
1,G,I1,3011,Good
1.2,J,I1,3011,Good
1.2,I,I1,3011,Good
1.2,I,I1,3011,Good
0.61,E,VVS2,3011,Premium
0.7,F,VS2,3011,Premium
0.7,F,VS2,3011,Premium
0.7,F,NA,3011,Premium
0.7,F,VS2,3011,Premium
0.77,D,SI2,3011,Very Good
0.75,H,NA,3011,Very Good
0.75,H,SI1,3011,Very Good
1,E,SI2,3011,Good
0.78,G,VS2,3012,Very Good
0.82,E,NA,3012,Very Good
0.72,G,NA,3012,Premium
0.72,E,SI1,3012,Premium
0.72,E,SI1,3012,Premium
0.8,F,SI1,3013,Very Good
0.75,F,NA,3013,Very Good
0.71,F,VS1,3013,Premium
